date,spread_std
2014,
2015,2.3481463966867198
2016,0.895190204155143
2017,1.5155756272939198
2018,2.3653856422419772
2019,1.7478230433085329
2020,5.733623107690938
2021,0.9243822717717283
2022,2.2900319537162277
2023,1.2119489531467575
2024,0.7355792717347309
2025,0.785287029345809
2026,3.076885038189568
