date,spread_std_bp
2018,11.319885118301118
2019,10.968387770893226
2020,18.10809259138077
2021,1.4508333385915384
2022,39.34016017931199
2023,9.257124726032066
2024,11.325349551326267
2025,11.389937075990893
2026,8.678241913485932
