construction,beta,spread_std_bp,adf_pvalue,half_life_days,is_dv01_neutral
raw_1to1,1.0,20.499311388077842,4.6155929086900955e-05,12.358682333367442,False
ols_beta,0.9864744317868201,20.32807659107782,4.6584478206026976e-05,12.360553842716442,False
dv01_neutral,0.5999520038396928,78.2465274814326,0.7496550269037049,302.43748386163855,True
