,sample_start,sample_end,n_sessions,total_gross_pnl_usd,total_net_pnl_usd,total_return_pct,annualized_return_pct,annualized_vol_pct,sharpe_gross,sharpe_net,max_drawdown_pct,calmar_net,n_round_trip_trades,hit_rate,avg_holding_sessions,annualized_turnover,pct_time_in_market,cost_transaction_bps,cost_financing_bps_per_day
walkforward_oos_static_beta,2017-01-03,2026-06-30,2387,79759.21087517103,64024.24169501585,0.4966698406994252,0.05243435268381028,0.21088851772165298,0.30974421920159284,0.24863540817815996,-0.44255542490804556,0.11848087207315361,97,0.8247422680412371,15.175257731958762,20.164222873900293,0.6166736489317135,2.0,0.5
walkforward_oos_beta_refit,2017-01-03,2026-06-30,2387,71190.25114990947,55953.79265403653,0.43406310716480423,0.045824844158161154,0.20961391255353015,0.2781557264610996,0.21861547070001203,-0.4887224203860304,0.09376456296391146,72,0.8472222222222222,22.61111111111111,14.885630498533724,0.6820276497695853,2.0,0.5
